Employee ID,Department,Job Role,Job Level,Location,Age Band,Tenure (Years),Years in Current Role,Years Since Last Promotion,Monthly Salary,Salary Band,Salary Hike %,Performance Rating,Job Satisfaction Score,Work-Life Balance Score,Manager Satisfaction Score,Engagement Score,Training Hours,Overtime,Business Travel Frequency,Absence Days,Promotion Status,Remote/Hybrid/Office,Distance From Office,Internal Mobility,Recognition Received,Attrition,Attrition Type,Exit Reason,Attrition Risk Score,Risk Category,Join Date,Exit Date,Tenure Band
EMP1188,IT,Software Engineer,L2,Delhi NCR,21-25,1.5,1.2,1.5,42000,35K-55K,8.2,4.3,2.0,2.7,4.5,3.7,29,No,None,11,Recent,Hybrid,17.6,No,No,No,Not Applicable,Not Applicable,43,Medium Risk,2016-04-09,,1–2 Years
EMP1189,Operations,Operations Analyst,L2,Hyderabad,41-50,7.0,4.8,1.9,43000,35K-55K,8.5,1.6,4.5,3.9,4.1,4.6,30,No,None,6,Recent,Office,4.8,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2013-11-03,,6–10 Years
EMP1190,Finance,Financial Analyst,L5,Pune,26-30,10.6,8.1,0.8,128000,110K+,7.7,3.3,5.0,4.8,3.0,4.3,38,Yes,Occasional,2,Recent,Hybrid,9.1,No,No,Yes,Involuntary,Job Role Mismatch,35,Medium Risk,2020-06-04,1790121600000000000,10+ Years
EMP1191,Sales,Sales Executive,L1,Mumbai,26-30,3.5,1.5,0.2,24000,<35K,13.9,3.0,4.4,1.0,2.9,3.0,49,No,Frequent,2,Recent,Hybrid,22.2,No,No,Yes,Voluntary,Work-Life Balance,34,Low Risk,2019-09-19,1783123200000000000,3–5 Years
EMP1192,Customer Support,Customer Support Specialist,L3,Hyderabad,21-25,3.3,2.3,3.3,66500,55K-80K,4.6,3.1,2.2,4.3,2.8,3.0,23,No,None,11,Due Soon,Remote,7.4,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2014-11-03,,3–5 Years
EMP1193,Customer Support,Customer Support Specialist,L2,Pune,21-25,3.9,1.6,0.7,40000,35K-55K,11.6,2.7,4.0,3.8,3.1,3.7,45,No,None,0,Recent,Remote,23.9,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2017-06-19,,3–5 Years
EMP1194,IT,Software Engineer,L3,Bengaluru,31-35,7.9,6.8,4.9,56500,55K-80K,8.4,3.5,4.2,4.8,3.7,4.7,29,Yes,Occasional,15,Overdue,Hybrid,20.9,Yes,No,Yes,Voluntary,Better Compensation,48,Medium Risk,2014-12-09,1789603200000000000,6–10 Years
EMP1195,HR,HR Executive,L1,Delhi NCR,26-30,1.7,1.1,0.7,26500,<35K,9.7,2.0,2.9,2.1,2.9,3.1,7,No,Occasional,5,Recent,Remote,18.0,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2021-06-08,,1–2 Years
EMP1196,HR,HR Executive,L4,Guwahati,36-40,4.4,2.0,3.1,85500,80K-110K,8.0,3.5,3.7,4.6,3.0,4.2,53,No,Occasional,9,Due Soon,Hybrid,2.6,Yes,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2012-04-29,,3–5 Years
EMP1197,IT,Software Engineer,L4,Hyderabad,26-30,7.1,3.0,0.3,98500,80K-110K,12.6,2.7,2.9,2.5,3.9,3.4,60,No,Occasional,11,Recent,Hybrid,9.5,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2022-09-04,,6–10 Years
EMP1198,Customer Support,Customer Support Specialist,L2,Hyderabad,26-30,5.3,2.0,3.1,38000,35K-55K,6.0,2.9,4.7,4.2,2.1,3.9,37,No,Occasional,4,Due Soon,Hybrid,17.2,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2024-05-30,,6–10 Years
EMP1199,Customer Support,Customer Support Specialist,L3,Guwahati,31-35,0.2,0.1,0.2,60500,55K-80K,8.5,3.5,3.6,3.2,3.1,3.5,29,No,Occasional,5,Recent,Remote,4.1,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2011-09-03,,Less than 1 Year
EMP1200,Product,Product Analyst,L4,Guwahati,31-35,5.9,2.3,1.7,92000,80K-110K,10.9,3.3,2.5,3.9,2.0,3.3,24,No,None,8,Recent,Office,10.5,No,Yes,Yes,Voluntary,Personal Reasons,37,Medium Risk,2024-07-15,1767484800000000000,6–10 Years
EMP1201,IT,Software Engineer,L3,Mumbai,21-25,5.3,3.4,3.2,57000,55K-80K,5.3,3.9,3.9,3.2,3.5,4.0,22,No,None,3,Due Soon,Office,18.0,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2020-03-25,,6–10 Years
EMP1202,Sales,Sales Executive,L1,Hyderabad,21-25,8.9,3.8,1.4,26500,<35K,10.0,2.6,4.3,1.5,1.8,3.4,45,No,None,2,Recent,Remote,7.5,No,No,Yes,Voluntary,Job Role Mismatch,42,Medium Risk,2014-09-12,1790726400000000000,6–10 Years
EMP1203,Marketing,Marketing Executive,L2,Hyderabad,21-25,10.1,6.9,0.2,35500,35K-55K,6.9,3.1,3.5,1.0,4.2,3.7,28,Yes,None,2,Recent,Remote,5.2,No,Yes,No,Not Applicable,Not Applicable,40,Medium Risk,2012-06-13,,10+ Years
EMP1204,Customer Support,Customer Support Specialist,L3,Bengaluru,31-35,8.6,6.7,3.5,70500,55K-80K,3.3,3.8,3.7,3.4,2.3,3.7,51,Yes,Frequent,13,Due Soon,Office,1.0,No,No,No,Not Applicable,Not Applicable,49,Medium Risk,2024-07-13,,6–10 Years
EMP1205,IT,Software Engineer,L2,Pune,31-35,3.9,2.9,0.3,41000,35K-55K,2.6,3.4,3.2,2.9,1.9,2.8,28,Yes,Occasional,9,Recent,Remote,8.9,No,No,Yes,Involuntary,Personal Reasons,52,Medium Risk,2021-06-11,1782864000000000000,3–5 Years
EMP1206,Sales,Sales Executive,L3,Bengaluru,26-30,0.8,0.6,0.8,65000,55K-80K,6.7,3.5,2.3,3.6,3.1,3.9,22,Yes,None,3,Recent,Office,18.2,Yes,No,No,Not Applicable,Not Applicable,40,Medium Risk,2015-11-24,,Less than 1 Year
EMP1207,Sales,Sales Executive,L4,Hyderabad,36-40,3.3,1.2,3.3,97500,80K-110K,10.0,3.9,3.2,3.0,4.9,4.1,20,Yes,None,11,Due Soon,Remote,5.0,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2015-08-30,,3–5 Years
EMP1208,IT,Software Engineer,L4,Bengaluru,36-40,3.9,1.2,1.6,84000,80K-110K,1.0,2.9,3.8,5.0,4.0,4.5,18,Yes,None,3,Recent,Office,12.1,No,No,Yes,Voluntary,Higher Studies,40,Medium Risk,2020-12-04,1767571200000000000,3–5 Years
EMP1209,Sales,Sales Executive,L2,Hyderabad,31-35,10.5,7.4,4.2,41000,35K-55K,7.6,2.8,3.2,3.4,1.8,3.9,35,Yes,None,0,Overdue,Hybrid,10.2,No,No,No,Not Applicable,Not Applicable,55,High Risk,2020-02-03,,10+ Years
EMP1210,Marketing,Marketing Executive,L1,Delhi NCR,36-40,2.0,1.0,2.0,25500,<35K,9.7,3.6,4.0,2.8,2.3,4.0,10,No,Occasional,10,Recent,Office,6.7,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2013-01-29,,1–2 Years
EMP1211,IT,Software Engineer,L5,Mumbai,26-30,1.2,0.6,1.0,113000,110K+,3.2,3.1,2.9,3.5,3.1,3.8,17,Yes,Frequent,15,Recent,Hybrid,18.7,No,No,No,Not Applicable,Not Applicable,49,Medium Risk,2014-11-04,,1–2 Years
EMP1212,IT,Software Engineer,L4,Bengaluru,21-25,2.7,0.7,2.7,82500,80K-110K,5.1,3.9,3.0,2.8,5.0,4.1,47,No,Frequent,10,Due Soon,Hybrid,25.1,Yes,No,No,Not Applicable,Not Applicable,29,Low Risk,2013-03-08,,3–5 Years
EMP1213,IT,Software Engineer,L1,Hyderabad,26-30,2.1,0.9,0.3,27000,<35K,8.7,3.4,4.0,3.3,2.6,3.8,15,Yes,Occasional,0,Recent,Remote,20.0,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2012-06-15,,3–5 Years
EMP1214,Finance,Financial Analyst,L4,Bengaluru,21-25,1.1,0.3,1.1,87000,80K-110K,9.5,2.8,3.5,2.0,2.6,3.5,40,No,Occasional,7,Recent,Hybrid,6.4,No,No,Yes,Voluntary,Career Growth,30,Low Risk,2016-04-01,1779235200000000000,1–2 Years
EMP1215,IT,Software Engineer,L4,Pune,31-35,3.5,2.9,1.8,92500,80K-110K,11.8,3.4,2.9,3.2,4.7,4.2,0,No,Occasional,6,Recent,Office,27.9,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2024-07-30,,3–5 Years
EMP1216,Finance,Financial Analyst,L2,Mumbai,41-50,4.0,1.6,3.2,38500,35K-55K,5.2,2.6,4.2,2.7,3.6,4.6,48,No,None,9,Due Soon,Hybrid,20.0,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2022-04-30,,3–5 Years
EMP1217,HR,HR Executive,L3,Delhi NCR,21-25,1.0,0.6,1.0,67000,55K-80K,4.6,3.8,2.7,2.1,4.3,4.6,10,No,Occasional,3,Recent,Office,8.3,No,Yes,Yes,Involuntary,Performance-Related Exit,30,Low Risk,2020-05-09,1773792000000000000,Less than 1 Year
EMP1218,Product,Product Analyst,L2,Guwahati,21-25,3.0,0.8,3.0,44000,35K-55K,12.0,2.3,2.6,5.0,2.8,3.8,16,Yes,Occasional,5,Due Soon,Hybrid,5.8,No,Yes,No,Not Applicable,Not Applicable,35,Medium Risk,2012-08-21,,3–5 Years
EMP1219,IT,Software Engineer,L1,Guwahati,26-30,2.0,1.4,2.0,27000,<35K,4.7,4.0,1.0,2.2,3.3,2.2,38,No,Occasional,0,Recent,Office,21.0,No,Yes,No,Not Applicable,Not Applicable,64,High Risk,2011-11-02,,1–2 Years
EMP1220,Customer Support,Customer Support Specialist,L2,Bengaluru,41-50,4.1,1.9,1.7,39000,35K-55K,8.5,3.4,2.8,3.2,4.5,3.6,32,No,None,8,Recent,Hybrid,13.4,Yes,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2024-06-05,,3–5 Years
EMP1221,IT,Software Engineer,L3,Hyderabad,26-30,4.3,3.6,0.2,65500,55K-80K,13.5,3.1,4.5,2.4,3.3,4.6,41,No,None,0,Recent,Office,5.2,Yes,No,Yes,Voluntary,Personal Reasons,25,Low Risk,2018-12-19,1786233600000000000,3–5 Years
EMP1222,IT,Software Engineer,L1,Pune,31-35,2.0,1.7,0.2,27500,<35K,9.3,3.7,1.4,3.5,4.4,3.8,10,No,None,9,Recent,Office,10.8,No,Yes,No,Not Applicable,Not Applicable,43,Medium Risk,2025-09-03,,1–2 Years
EMP1223,Sales,Sales Executive,L2,Mumbai,21-25,7.5,3.5,5.2,43000,35K-55K,9.3,3.5,2.4,2.0,3.7,3.5,24,No,Frequent,3,Overdue,Hybrid,8.7,No,Yes,No,Not Applicable,Not Applicable,42,Medium Risk,2012-11-09,,6–10 Years
EMP1224,HR,HR Executive,L2,Delhi NCR,21-25,3.8,3.2,0.2,48000,35K-55K,10.8,4.1,3.7,4.0,2.5,3.9,19,No,None,0,Recent,Office,5.4,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2020-04-07,,3–5 Years
EMP1225,Finance,Financial Analyst,L2,Delhi NCR,41-50,2.1,1.9,0.9,42500,35K-55K,8.6,4.1,1.3,5.0,3.4,3.2,12,Yes,Occasional,11,Recent,Office,20.1,No,Yes,No,Not Applicable,Not Applicable,53,Medium Risk,2012-12-31,,3–5 Years
EMP1226,Finance,Financial Analyst,L4,Delhi NCR,41-50,0.9,0.7,0.9,85000,80K-110K,9.4,3.4,2.8,2.4,4.2,4.3,36,No,Occasional,9,Recent,Remote,18.3,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2016-07-18,,Less than 1 Year
EMP1227,Customer Support,Customer Support Specialist,L2,Guwahati,21-25,4.5,3.6,2.6,38500,35K-55K,6.0,2.6,4.3,4.4,4.0,4.1,41,Yes,None,14,Due Soon,Hybrid,18.7,Yes,Yes,No,Not Applicable,Not Applicable,40,Medium Risk,2024-10-07,,3–5 Years
EMP1228,Operations,Operations Analyst,L2,Mumbai,41-50,5.3,2.2,3.8,39000,35K-55K,10.5,2.8,5.0,2.8,3.4,4.4,23,No,Occasional,0,Due Soon,Remote,18.6,No,Yes,Yes,Involuntary,Job Role Mismatch,25,Low Risk,2024-09-07,1784073600000000000,6–10 Years
EMP1229,Customer Support,Customer Support Specialist,L3,Guwahati,31-35,2.6,1.6,2.6,56500,55K-80K,8.2,3.2,3.6,4.6,1.8,3.3,49,Yes,Frequent,4,Due Soon,Office,4.7,Yes,Yes,No,Not Applicable,Not Applicable,51,Medium Risk,2022-07-30,,3–5 Years
EMP1230,IT,Software Engineer,L2,Bengaluru,36-40,4.1,1.2,4.1,45500,35K-55K,2.6,3.9,2.5,5.0,1.9,3.5,17,Yes,None,8,Overdue,Remote,7.2,Yes,Yes,No,Not Applicable,Not Applicable,60,High Risk,2018-07-29,,3–5 Years
EMP1231,Product,Product Analyst,L1,Delhi NCR,26-30,10.1,3.1,2.7,22500,<35K,7.7,2.9,2.4,3.0,2.1,3.5,49,No,Frequent,10,Due Soon,Remote,23.7,No,No,No,Not Applicable,Not Applicable,29,Low Risk,2016-09-29,,10+ Years
EMP1232,Operations,Operations Analyst,L2,Mumbai,31-35,6.8,6.1,3.3,44000,35K-55K,1.0,3.0,3.4,1.8,3.0,3.3,36,No,None,0,Due Soon,Hybrid,12.9,No,Yes,No,Not Applicable,Not Applicable,35,Medium Risk,2012-01-27,,6–10 Years
EMP1233,IT,Software Engineer,L1,Delhi NCR,26-30,0.4,0.2,0.4,26000,<35K,9.1,4.4,3.6,4.1,3.1,4.0,11,No,None,9,Recent,Hybrid,1.0,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2018-07-06,,Less than 1 Year
EMP1234,Operations,Operations Analyst,L1,Guwahati,31-35,2.1,1.5,2.1,26500,<35K,6.3,3.1,5.0,3.4,2.1,4.0,56,Yes,Frequent,4,Recent,Office,13.7,Yes,No,No,Not Applicable,Not Applicable,39,Medium Risk,2021-05-12,,3–5 Years
EMP1235,Marketing,Marketing Executive,L2,Guwahati,21-25,3.4,2.6,1.5,38500,35K-55K,12.7,2.8,4.2,3.7,4.3,3.9,22,Yes,Occasional,0,Recent,Office,17.2,Yes,No,No,Not Applicable,Not Applicable,35,Medium Risk,2021-07-04,,3–5 Years
EMP1236,IT,Software Engineer,L2,Guwahati,21-25,3.9,3.2,1.4,47500,35K-55K,8.5,3.7,3.4,2.9,2.3,3.0,45,No,Frequent,3,Recent,Hybrid,16.2,No,No,No,Not Applicable,Not Applicable,29,Low Risk,2023-08-09,,3–5 Years
EMP1237,Finance,Financial Analyst,L4,Delhi NCR,26-30,4.2,3.8,3.7,90000,80K-110K,9.8,3.2,3.0,2.4,2.2,3.5,30,No,Occasional,10,Due Soon,Remote,4.5,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2015-08-13,,3–5 Years
EMP1238,Sales,Sales Executive,L2,Mumbai,31-35,5.1,2.1,3.7,45000,35K-55K,3.9,2.3,5.0,4.3,3.5,4.3,33,No,Frequent,0,Due Soon,Hybrid,27.1,Yes,No,No,Not Applicable,Not Applicable,34,Low Risk,2018-12-24,,6–10 Years
EMP1239,IT,Software Engineer,L3,Mumbai,26-30,3.5,1.0,3.5,72500,55K-80K,9.1,3.9,3.9,3.5,4.2,4.6,41,No,Occasional,10,Due Soon,Hybrid,1.0,Yes,No,Yes,Involuntary,Performance-Related Exit,25,Low Risk,2014-11-19,1786579200000000000,3–5 Years
EMP1240,Marketing,Marketing Executive,L3,Bengaluru,31-35,3.8,2.0,3.8,66000,55K-80K,5.1,2.7,2.7,1.8,5.0,4.1,40,No,Occasional,8,Due Soon,Hybrid,12.9,No,Yes,Yes,Voluntary,Manager/Team Issues,30,Low Risk,2024-10-30,1774828800000000000,3–5 Years
EMP1241,Customer Support,Customer Support Specialist,L1,Delhi NCR,41-50,7.0,2.3,3.8,25000,<35K,10.3,3.2,3.1,3.9,3.9,4.4,23,No,Occasional,6,Due Soon,Hybrid,25.9,No,Yes,Yes,Voluntary,Manager/Team Issues,25,Low Risk,2022-06-23,1787356800000000000,6–10 Years
EMP1242,Customer Support,Customer Support Specialist,L3,Bengaluru,21-25,4.6,1.2,0.2,63500,55K-80K,3.6,3.2,2.5,3.7,4.7,3.4,35,No,None,0,Recent,Hybrid,16.7,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2022-07-03,,3–5 Years
EMP1243,Customer Support,Customer Support Specialist,L1,Pune,31-35,1.4,0.7,1.4,26000,<35K,7.3,3.3,1.1,2.9,2.4,2.6,34,No,Frequent,0,Recent,Hybrid,18.7,No,No,Yes,Voluntary,Relocation,47,Medium Risk,2022-03-14,1787097600000000000,1–2 Years
EMP1244,HR,HR Executive,L5,Bengaluru,26-30,4.0,3.0,3.8,119500,110K+,3.5,1.8,3.6,4.7,5.0,4.6,31,No,None,5,Due Soon,Hybrid,3.6,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2021-03-15,,3–5 Years
EMP1245,Sales,Sales Executive,L1,Bengaluru,36-40,3.4,2.1,0.9,28000,<35K,7.4,3.0,4.9,2.6,1.8,3.9,25,No,Occasional,1,Recent,Hybrid,14.8,No,No,No,Not Applicable,Not Applicable,37,Medium Risk,2024-01-26,,3–5 Years
EMP1246,Customer Support,Customer Support Specialist,L2,Bengaluru,21-25,0.6,0.3,0.6,41500,35K-55K,13.1,3.9,1.8,3.0,3.0,4.1,31,No,None,5,Recent,Office,11.7,No,No,Yes,Voluntary,Career Growth,48,Medium Risk,2020-12-08,1777507200000000000,Less than 1 Year
EMP1247,Operations,Operations Analyst,L1,Guwahati,31-35,4.2,2.8,0.4,29000,<35K,9.2,4.0,3.3,3.9,3.9,3.8,56,No,Occasional,12,Recent,Hybrid,3.0,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2020-01-27,,3–5 Years
EMP1248,Customer Support,Customer Support Specialist,L5,Pune,36-40,1.6,0.6,1.6,131500,110K+,6.9,2.6,2.7,3.3,2.0,3.6,24,Yes,None,6,Recent,Hybrid,18.9,Yes,No,Yes,Involuntary,Personal Reasons,47,Medium Risk,2024-07-22,1777593600000000000,1–2 Years
EMP1249,Customer Support,Customer Support Specialist,L2,Bengaluru,41-50,7.1,1.8,0.2,41500,35K-55K,1.0,3.8,3.8,1.9,2.6,3.7,45,Yes,None,5,Recent,Office,5.4,No,No,No,Not Applicable,Not Applicable,45,Medium Risk,2024-05-17,,6–10 Years
EMP1250,Customer Support,Customer Support Specialist,L3,Mumbai,31-35,5.0,3.7,0.8,67500,55K-80K,5.4,2.7,3.1,3.4,2.5,2.9,19,No,Frequent,6,Recent,Hybrid,6.4,Yes,No,No,Not Applicable,Not Applicable,29,Low Risk,2023-08-16,,3–5 Years
EMP1251,Finance,Financial Analyst,L1,Bengaluru,31-35,1.3,0.9,1.3,26500,<35K,8.4,3.0,2.1,2.8,3.1,3.1,16,Yes,None,12,Recent,Remote,15.5,Yes,No,No,Not Applicable,Not Applicable,40,Medium Risk,2013-12-20,,1–2 Years
EMP1252,Operations,Operations Analyst,L3,Guwahati,31-35,6.9,5.1,4.0,72500,55K-80K,5.5,3.0,2.4,4.0,4.6,4.1,74,Yes,Occasional,13,Overdue,Hybrid,10.9,Yes,Yes,Yes,Voluntary,Better Compensation,48,Medium Risk,2013-10-04,1783123200000000000,6–10 Years
EMP1253,Customer Support,Customer Support Specialist,L1,Hyderabad,36-40,9.0,2.5,2.8,26500,<35K,11.3,3.3,2.6,3.3,3.4,3.0,36,No,None,9,Due Soon,Hybrid,13.4,Yes,No,No,Not Applicable,Not Applicable,25,Low Risk,2014-08-10,,6–10 Years
EMP1254,Finance,Financial Analyst,L4,Pune,31-35,3.1,2.5,1.7,99500,80K-110K,7.2,3.9,4.5,3.3,3.0,3.4,36,No,None,8,Recent,Office,10.4,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2017-06-07,,3–5 Years
EMP1255,Marketing,Marketing Executive,L1,Hyderabad,21-25,3.4,2.2,0.2,24500,<35K,10.2,3.4,4.5,2.2,1.0,2.8,36,No,None,8,Recent,Hybrid,23.3,No,Yes,No,Not Applicable,Not Applicable,37,Medium Risk,2018-05-17,,3–5 Years
EMP1256,IT,Software Engineer,L1,Hyderabad,41-50,6.4,3.9,1.8,27000,<35K,7.6,3.1,3.0,3.0,3.8,3.9,48,No,Occasional,14,Recent,Hybrid,4.6,Yes,No,No,Not Applicable,Not Applicable,30,Low Risk,2017-03-28,,6–10 Years
EMP1257,Customer Support,Customer Support Specialist,L1,Pune,31-35,8.6,5.6,3.1,27000,<35K,6.2,3.8,4.4,4.1,4.1,4.4,34,No,None,9,Due Soon,Remote,8.3,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2021-03-11,,6–10 Years
EMP1258,IT,Software Engineer,L2,Delhi NCR,31-35,0.8,0.6,0.8,43000,35K-55K,5.6,2.7,3.1,2.5,2.0,3.0,39,No,Frequent,15,Recent,Hybrid,15.8,No,No,No,Not Applicable,Not Applicable,51,Medium Risk,2021-02-10,,Less than 1 Year
EMP1259,IT,Software Engineer,L2,Mumbai,26-30,1.5,0.9,1.5,45500,35K-55K,4.0,3.1,3.0,3.2,3.3,3.5,13,No,None,5,Recent,Office,4.1,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2023-01-10,,1–2 Years
EMP1260,Sales,Sales Executive,L1,Guwahati,31-35,2.7,1.7,1.9,25000,<35K,10.3,3.8,3.4,2.3,3.6,3.3,42,No,None,0,Recent,Office,3.7,No,No,Yes,Involuntary,Job Role Mismatch,25,Low Risk,2023-06-17,1786752000000000000,3–5 Years
EMP1261,IT,Software Engineer,L3,Pune,26-30,3.0,2.7,1.7,58500,55K-80K,5.7,3.5,3.6,2.1,4.2,3.7,25,Yes,None,4,Recent,Remote,13.1,No,Yes,No,Not Applicable,Not Applicable,35,Medium Risk,2024-10-16,,3–5 Years
EMP1262,Customer Support,Customer Support Specialist,L2,Hyderabad,31-35,6.3,4.7,2.3,36500,35K-55K,8.6,2.9,2.8,3.1,2.8,2.8,37,No,None,4,Recent,Hybrid,18.9,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2022-11-14,,6–10 Years
EMP1263,Marketing,Marketing Executive,L2,Guwahati,21-25,8.6,4.6,1.7,47000,35K-55K,5.4,2.2,3.3,3.4,2.7,4.0,4,Yes,Occasional,15,Recent,Hybrid,20.0,No,Yes,No,Not Applicable,Not Applicable,40,Medium Risk,2019-11-22,,6–10 Years
EMP1264,Operations,Operations Analyst,L2,Guwahati,31-35,9.0,6.4,4.7,43000,35K-55K,3.8,3.4,4.0,5.0,3.0,4.9,37,Yes,Occasional,11,Overdue,Hybrid,12.7,No,No,Yes,Involuntary,Performance-Related Exit,48,Medium Risk,2019-08-01,1783814400000000000,6–10 Years
EMP1265,Customer Support,Customer Support Specialist,L2,Delhi NCR,41-50,0.8,0.4,0.2,38000,35K-55K,8.7,2.2,3.4,2.8,4.5,3.1,0,No,Occasional,4,Recent,Hybrid,6.6,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2018-02-11,,Less than 1 Year
EMP1266,Product,Product Analyst,L2,Hyderabad,21-25,1.9,0.8,1.3,40500,35K-55K,4.8,3.1,3.3,3.2,4.3,3.9,24,Yes,None,11,Recent,Hybrid,14.2,No,No,No,Not Applicable,Not Applicable,40,Medium Risk,2016-12-25,,1–2 Years
EMP1267,IT,Software Engineer,L1,Bengaluru,41-50,2.3,1.5,0.7,31000,<35K,5.8,4.0,3.7,2.0,3.4,3.6,4,No,None,6,Recent,Hybrid,16.5,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2022-02-04,,3–5 Years
EMP1268,IT,Software Engineer,L1,Guwahati,26-30,1.9,1.6,1.9,27500,<35K,3.3,3.6,3.9,3.8,4.3,4.3,37,No,None,15,Recent,Office,14.1,No,Yes,Yes,Voluntary,Higher Studies,35,Medium Risk,2023-06-16,1773792000000000000,1–2 Years
EMP1269,HR,HR Executive,L4,Hyderabad,36-40,5.0,4.3,2.3,87500,80K-110K,5.5,1.9,3.2,3.6,1.4,3.6,29,No,Frequent,5,Recent,Hybrid,21.9,No,Yes,No,Not Applicable,Not Applicable,41,Medium Risk,2021-06-21,,3–5 Years
EMP1270,Finance,Financial Analyst,L5,Guwahati,36-40,5.4,2.6,5.0,116000,110K+,7.1,3.3,2.9,4.6,4.1,4.0,17,No,None,0,Overdue,Remote,3.9,Yes,No,No,Not Applicable,Not Applicable,33,Low Risk,2020-08-21,,6–10 Years
EMP1271,Product,Product Analyst,L2,Delhi NCR,31-35,3.8,2.3,3.8,38000,35K-55K,6.1,3.0,3.5,4.3,2.4,3.8,48,No,Occasional,6,Due Soon,Hybrid,6.4,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2014-06-03,,3–5 Years
EMP1272,Product,Product Analyst,L1,Delhi NCR,31-35,3.5,1.4,0.9,31000,<35K,9.5,2.4,1.9,3.5,4.9,4.8,15,Yes,None,5,Recent,Office,20.8,No,No,No,Not Applicable,Not Applicable,53,Medium Risk,2016-09-05,,3–5 Years
EMP1273,Customer Support,Customer Support Specialist,L3,Bengaluru,36-40,2.8,2.5,2.2,75000,55K-80K,7.4,3.4,3.1,2.8,2.5,3.4,0,No,None,0,Recent,Office,1.0,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2017-11-09,,3–5 Years
EMP1274,Customer Support,Customer Support Specialist,L2,Delhi NCR,26-30,3.1,2.8,2.5,38500,35K-55K,15.0,2.9,1.1,3.4,2.7,3.6,35,No,None,10,Due Soon,Hybrid,7.7,No,No,No,Not Applicable,Not Applicable,43,Medium Risk,2024-02-12,,3–5 Years
EMP1275,Operations,Operations Analyst,L1,Hyderabad,26-30,10.0,6.7,0.8,31500,<35K,8.3,2.9,1.8,3.1,3.9,3.6,3,No,None,14,Recent,Hybrid,6.1,No,No,No,Not Applicable,Not Applicable,48,Medium Risk,2024-02-27,,6–10 Years
EMP1276,Operations,Operations Analyst,L1,Pune,31-35,6.0,4.6,3.3,27000,<35K,1.8,3.3,1.7,4.1,4.0,3.5,16,No,Occasional,1,Due Soon,Office,1.0,No,Yes,No,Not Applicable,Not Applicable,48,Medium Risk,2016-07-07,,6–10 Years
EMP1277,Product,Product Analyst,L3,Delhi NCR,36-40,2.9,2.1,1.8,68000,55K-80K,6.4,2.8,4.2,4.0,3.0,3.8,21,Yes,None,12,Recent,Hybrid,10.5,No,No,No,Not Applicable,Not Applicable,40,Medium Risk,2024-07-15,,3–5 Years
EMP1278,IT,Software Engineer,L3,Pune,36-40,3.4,2.2,0.4,73000,55K-80K,6.6,3.3,3.3,2.9,3.7,3.8,8,Yes,Occasional,4,Recent,Hybrid,18.0,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2013-08-06,,3–5 Years
EMP1279,IT,Software Engineer,L1,Bengaluru,36-40,5.1,1.5,1.7,27500,<35K,5.2,2.8,2.2,1.8,3.8,2.9,21,Yes,None,7,Recent,Office,13.3,No,Yes,Yes,Voluntary,Job Role Mismatch,40,Medium Risk,2011-04-17,1772841600000000000,6–10 Years
EMP1280,Product,Product Analyst,L1,Mumbai,26-30,1.3,0.7,0.5,27000,<35K,7.2,2.9,3.7,4.5,3.7,3.9,8,No,Frequent,6,Recent,Office,18.4,No,Yes,No,Not Applicable,Not Applicable,29,Low Risk,2017-10-27,,1–2 Years
